Year,County, Code,Deaths,Population,Crude Rate
2013,Allen ,39003,1082,105298,1027.6
2013,Ashland ,39005,548,53043,1033.1
2013,Ashtabula ,39007,1193,99811,1195.3
2013,Athens ,39009,413,64681,638.5
2013,Auglaize ,39011,476,45920,1036.6
2013,Belmont ,39013,873,69571,1254.8
2013,Brown ,39015,501,44264,1131.8
2013,Butler ,39017,3190,371272,859.2
2013,Carroll ,39019,286,28275,1011.5
2013,Champaign ,39021,353,39455,894.7
2013,Clark ,39023,1663,136167,1221.3
2013,Clermont ,39025,1599,200218,798.6
2013,Clinton ,39027,431,41945,1027.5
2013,Columbiana ,39029,1274,105893,1203.1
2013,Coshocton ,39031,459,36760,1248.6
2013,Crawford ,39033,525,42808,1226.4
2013,Cuyahoga ,39035,13697,1263154,1084.3
2013,Darke ,39037,602,52376,1149.4
2013,Defiance ,39039,347,38532,900.6
2013,Delaware ,39041,989,184979,534.7
2013,Erie ,39043,930,76048,1222.9
2013,Fairfield ,39045,1166,148867,783.2
2013,Fayette ,39047,353,28800,1225.7
2013,Franklin ,39049,8907,1212263,734.7
2013,Fulton ,39051,428,42488,1007.3
2013,Gallia ,39053,370,30621,1208.3
2013,Geauga ,39055,776,93972,825.8
2013,Greene ,39057,1334,163204,817.4
2013,Guernsey ,39059,488,39636,1231.2
2013,Hamilton ,39061,7653,804520,951.3
2013,Hancock ,39063,663,75773,875
2013,Hardin ,39065,328,31641,1036.6
2013,Harrison ,39067,173,15622,1107.4
2013,Henry ,39069,248,28092,882.8
2013,Highland ,39071,454,43299,1048.5
2013,Hocking ,39073,315,28665,1098.9
2013,Holmes ,39075,304,43593,697.4
2013,Huron ,39077,628,58889,1066.4
2013,Jackson ,39079,382,32783,1165.2
2013,Jefferson ,39081,922,67964,1356.6
2013,Knox ,39083,566,60810,930.8
2013,Lake ,39085,2383,229857,1036.7
2013,Lawrence ,39087,752,61917,1214.5
2013,Licking ,39089,1466,168375,870.7
2013,Logan ,39091,480,45481,1055.4
2013,Lorain ,39093,2936,302827,969.5
2013,Lucas ,39095,4439,436393,1017.2
2013,Madison ,39097,397,43277,917.3
2013,Mahoning ,39099,3045,233869,1302
2013,Marion ,39101,705,65905,1069.7
2013,Medina ,39103,1353,174915,773.5
2013,Meigs ,39105,278,23496,1183.2
2013,Mercer ,39107,406,40784,995.5
2013,Miami ,39109,1067,103439,1031.5
2013,Monroe ,39111,178,14585,1220.4
2013,Montgomery ,39113,5893,535846,1099.8
2013,Morgan ,39115,171,14904,1147.3
2013,Morrow ,39117,295,35033,842.1
2013,Muskingum ,39119,932,85231,1093.5
2013,Noble ,39121,150,14628,1025.4
2013,Ottawa ,39123,486,41153,1181
2013,Paulding ,39125,171,19254,888.1
2013,Perry ,39127,324,35997,900.1
2013,Pickaway ,39129,503,56304,893.4
2013,Pike ,39131,344,28367,1212.7
2013,Portage ,39133,1373,163862,837.9
2013,Preble ,39135,460,41732,1102.3
2013,Putnam ,39137,310,34088,909.4
2013,Richland ,39139,1386,121773,1138.2
2013,Ross ,39141,763,77910,979.3
2013,Sandusky ,39143,667,60098,1109.9
2013,Scioto ,39145,937,78153,1198.9
2013,Seneca ,39147,569,55914,1017.6
2013,Shelby ,39149,433,49192,880.2
2013,Stark ,39151,4043,375432,1076.9
2013,Summit ,39153,5552,541824,1024.7
2013,Trumbull ,39155,2465,206442,1194
2013,Tuscarawas ,39157,1030,92672,1111.4
2013,Union ,39159,357,53306,669.7
2013,Van Wert ,39161,331,28459,1163.1
2013,Vinton ,39163,155,13276,1167.5
2013,Warren ,39165,1589,219169,725
2013,Washington ,39167,725,61310,1182.5
2013,Wayne ,39169,1052,115071,914.2
2013,Williams ,39171,403,37500,1074.7
2013,Wood ,39173,1022,129264,790.6
2013,Wyandot ,39175,256,22447,1140.5
2014,Adams ,39001,314,28129,1116.3
2014,Allen ,39003,1097,105040,1044.4
2014,Ashland ,39005,547,53035,1031.4
2014,Ashtabula ,39007,1156,99175,1165.6
2014,Athens ,39009,487,64713,752.6
2014,Auglaize ,39011,480,45841,1047.1
2014,Belmont ,39013,824,69461,1186.3
2014,Brown ,39015,485,44116,1099.4
2014,Butler ,39017,3145,374158,840.6
2014,Carroll ,39019,377,28187,1337.5
2014,Champaign ,39021,397,39128,1014.6
2014,Clark ,39023,1693,136554,1239.8
2014,Clermont ,39025,1658,201560,822.6
2014,Clinton ,39027,428,41835,1023.1
2014,Columbiana ,39029,1282,105686,1213
2014,Coshocton ,39031,397,36516,1087.2
2014,Crawford ,39033,586,42480,1379.5
2014,Cuyahoga ,39035,13288,1259828,1054.7
2014,Darke ,39037,582,52196,1115
2014,Defiance ,39039,400,38510,1038.7
2014,Delaware ,39041,1031,189113,545.2
2014,Erie ,39043,936,75828,1234.4
2014,Fairfield ,39045,1186,150381,788.7
2014,Fayette ,39047,350,28800,1215.3
2014,Franklin ,39049,9019,1231393,732.4
2014,Fulton ,39051,413,42580,969.9
2014,Gallia ,39053,374,30397,1230.4
2014,Geauga ,39055,791,94295,838.9
2014,Greene ,39057,1433,163820,874.7
2014,Guernsey ,39059,452,39590,1141.7
2014,Hamilton ,39061,8000,806631,991.8
2014,Hancock ,39063,706,75337,937.1
2014,Hardin ,39065,318,31796,1000.1
2014,Harrison ,39067,227,15543,1460.5
2014,Henry ,39069,276,27937,987.9
2014,Highland ,39071,478,43045,1110.5
2014,Hocking ,39073,306,28725,1065.3
2014,Holmes ,39075,309,43898,703.9
2014,Huron ,39077,573,58714,975.9
2014,Jackson ,39079,428,32748,1307
2014,Jefferson ,39081,973,67694,1437.4
2014,Knox ,39083,563,61167,920.4
2014,Lake ,39085,2353,229230,1026.5
2014,Lawrence ,39087,738,61623,1197.6
2014,Licking ,39089,1550,169390,915
2014,Logan ,39091,499,45507,1096.5
2014,Lorain ,39093,2946,304216,968.4
2014,Lucas ,39095,4410,435286,1013.1
2014,Madison ,39097,374,43918,851.6
2014,Mahoning ,39099,3043,233204,1304.9
2014,Marion ,39101,732,65720,1113.8
2014,Medina ,39103,1454,176029,826
2014,Meigs ,39105,278,23331,1191.5
2014,Mercer ,39107,421,40831,1031.1
2014,Miami ,39109,993,103900,955.7
2014,Monroe ,39111,196,14465,1355
2014,Montgomery ,39113,5957,533116,1117.4
2014,Morgan ,39115,148,14843,997.1
2014,Morrow ,39117,320,35152,910.3
2014,Muskingum ,39119,1012,85818,1179.2
2014,Noble ,39121,122,14363,849.4
2014,Ottawa ,39123,432,41154,1049.7
2014,Paulding ,39125,175,18989,921.6
2014,Perry ,39127,366,35812,1022
2014,Pickaway ,39129,504,56876,886.1
2014,Pike ,39131,300,28256,1061.7
2014,Portage ,39133,1375,161882,849.4
2014,Preble ,39135,474,41586,1139.8
2014,Putnam ,39137,287,34171,839.9
2014,Richland ,39139,1427,121942,1170.2
2014,Ross ,39141,812,77159,1052.4
2014,Sandusky ,39143,642,60179,1066.8
2014,Scioto ,39145,1035,77258,1339.7
2014,Seneca ,39147,554,55669,995.2
2014,Shelby ,39149,423,48951,864.1
2014,Stark ,39151,4072,375736,1083.7
2014,Summit ,39153,5754,541943,1061.7
2014,Trumbull ,39155,2543,205175,1239.4
2014,Tuscarawas ,39157,990,92788,1066.9
2014,Union ,39159,359,53776,667.6
2014,Van Wert ,39161,331,28462,1163
2014,Vinton ,39163,152,13234,1148.6
2014,Warren ,39165,1627,221659,734
2014,Washington ,39167,712,61213,1163.2
2014,Wayne ,39169,1074,115537,929.6
2014,Williams ,39171,397,37291,1064.6
2014,Wood ,39173,1133,129590,874.3
2014,Wyandot ,39175,248,22353,1109.5
2015,Adams ,39001,349,28024,1245.4
2015,Allen ,39003,1114,104425,1066.8
2015,Ashland ,39005,546,53213,1026.1
2015,Ashtabula ,39007,1216,98632,1232.9
2015,Athens ,39009,519,65886,787.7
2015,Auglaize ,39011,505,45876,1100.8
2015,Belmont ,39013,899,69154,1300
2015,Brown ,39015,521,43839,1188.4
2015,Butler ,39017,3307,376353,878.7
2015,Carroll ,39019,301,27811,1082.3
2015,Champaign ,39021,415,38987,1064.5
2015,Clark ,39023,1802,135959,1325.4
2015,Clermont ,39025,1769,201973,875.9
2015,Clinton ,39027,441,41917,1052.1
2015,Columbiana ,39029,1327,104806,1266.1
2015,Coshocton ,39031,376,36569,1028.2
2015,Crawford ,39033,558,42306,1319
2015,Cuyahoga ,39035,13711,1255921,1091.7
2015,Darke ,39037,625,52076,1200.2
2015,Defiance ,39039,389,38352,1014.3
2015,Delaware ,39041,1028,193013,532.6
2015,Erie ,39043,958,75550,1268
2015,Fairfield ,39045,1264,151408,834.8
2015,Fayette ,39047,373,28679,1300.6
2015,Franklin ,39049,9744,1251722,778.4
2015,Fulton ,39051,406,42537,954.5
2015,Gallia ,39053,356,30142,1181.1
2015,Geauga ,39055,832,94102,884.1
2015,Greene ,39057,1469,164427,893.4
2015,Guernsey ,39059,472,39258,1202.3
2015,Hamilton ,39061,8094,807598,1002.2
2015,Hancock ,39063,778,75573,1029.5
2015,Hardin ,39065,292,31682,921.7
2015,Harrison ,39067,214,15450,1385.1
2015,Henry ,39069,321,27816,1154
2015,Highland ,39071,525,43026,1220.2
2015,Hocking ,39073,264,28491,926.6
2015,Holmes ,39075,325,43909,740.2
2015,Huron ,39077,579,58469,990.3
2015,Jackson ,39079,387,32596,1187.3
2015,Jefferson ,39081,954,67347,1416.5
2015,Knox ,39083,632,61061,1035
2015,Lake ,39085,2466,229245,1075.7
2015,Lawrence ,39087,822,61109,1345.1
2015,Licking ,39089,1674,170570,981.4
2015,Logan ,39091,521,45386,1147.9
2015,Lorain ,39093,3077,305147,1008.4
2015,Lucas ,39095,4395,433689,1013.4
2015,Madison ,39097,420,44094,952.5
2015,Mahoning ,39099,3167,231900,1365.7
2015,Marion ,39101,760,65355,1162.9
2015,Medina ,39103,1473,176395,835.1
2015,Meigs ,39105,281,23257,1208.2
2015,Mercer ,39107,415,40968,1013
2015,Miami ,39109,1063,104224,1019.9
2015,Monroe ,39111,166,14409,1152.1
2015,Montgomery ,39113,6104,532258,1146.8
2015,Morgan ,39115,175,14777,1184.3
2015,Morrow ,39117,349,35074,995
2015,Muskingum ,39119,987,86290,1143.8
2015,Noble ,39121,135,14326,942.3
2015,Ottawa ,39123,483,40877,1181.6
2015,Paulding ,39125,201,18976,1059.2
2015,Perry ,39127,347,35985,964.3
2015,Pickaway ,39129,550,56998,964.9
2015,Pike ,39131,361,28217,1279.4
2015,Portage ,39133,1511,162275,931.1
2015,Preble ,39135,445,41329,1076.7
2015,Putnam ,39137,288,34042,846
2015,Richland ,39139,1369,121707,1124.8
2015,Ross ,39141,873,77170,1131.3
2015,Sandusky ,39143,657,59679,1100.9
2015,Scioto ,39145,969,76825,1261.3
2015,Seneca ,39147,588,55610,1057.4
2015,Shelby ,39149,431,48901,881.4
2015,Stark ,39151,4123,375165,1099
2015,Summit ,39153,5896,541968,1087.9
2015,Trumbull ,39155,2614,203751,1282.9
2015,Tuscarawas ,39157,1050,92916,1130.1
2015,Union ,39159,385,54277,709.3
2015,Van Wert ,39161,335,28562,1172.9
2015,Vinton ,39163,131,13048,1004
2015,Warren ,39165,1531,224469,682.1
2015,Washington ,39167,783,61112,1281.3
2015,Wayne ,39169,1087,116063,936.6
2015,Williams ,39171,388,37120,1045.3
2015,Wood ,39173,1118,129730,861.8
2015,Wyandot ,39175,267,22243,1200.4
2016,Adams ,39001,364,27907,1304.3
2016,Allen ,39003,1140,103742,1098.9
2016,Ashland ,39005,611,53652,1138.8
2016,Ashtabula ,39007,1171,98231,1192.1
2016,Athens ,39009,467,66186,705.6
2016,Auglaize ,39011,503,45894,1096
2016,Belmont ,39013,885,68673,1288.7
2016,Brown ,39015,518,43759,1183.8
2016,Butler ,39017,3358,377537,889.4
2016,Carroll ,39019,295,27669,1066.2
2016,Champaign ,39021,429,38747,1107.2
2016,Clark ,39023,1797,134786,1333.2
2016,Clermont ,39025,1765,203022,869.4
2016,Clinton ,39027,406,41902,968.9
2016,Columbiana ,39029,1304,103685,1257.7
2016,Coshocton ,39031,399,36602,1090.1
2016,Crawford ,39033,549,42083,1304.6
2016,Cuyahoga ,39035,14003,1249352,1120.8
2016,Darke ,39037,614,51778,1185.8
2016,Defiance ,39039,395,38158,1035.2
2016,Delaware ,39041,1089,196463,554.3
2016,Erie ,39043,972,75107,1294.2
2016,Fairfield ,39045,1279,152597,838.2
2016,Fayette ,39047,363,28676,1265.9
2016,Franklin ,39049,9624,1264518,761.1
2016,Fulton ,39051,416,42514,978.5
2016,Gallia ,39053,388,30015,1292.7
2016,Geauga ,39055,855,94060,909
2016,Greene ,39057,1437,164765,872.2
2016,Guernsey ,39059,463,39063,1185.3
2016,Hamilton ,39061,7884,809099,974.4
2016,Hancock ,39063,767,75872,1010.9
2016,Hardin ,39065,338,31474,1073.9
2016,Harrison ,39067,190,15307,1241.3
2016,Henry ,39069,268,27629,970
2016,Highland ,39071,499,43029,1159.7
2016,Hocking ,39073,302,28340,1065.6
2016,Holmes ,39075,356,43936,810.3
2016,Huron ,39077,560,58439,958.3
2016,Jackson ,39079,425,32505,1307.5
2016,Jefferson ,39081,970,66704,1454.2
2016,Knox ,39083,661,60814,1086.9
2016,Lake ,39085,2535,228614,1108.9
2016,Lawrence ,39087,810,60872,1330.7
2016,Licking ,39089,1549,172198,899.5
2016,Logan ,39091,516,45165,1142.5
2016,Lorain ,39093,3073,306365,1003.1
2016,Lucas ,39095,4611,432488,1066.2
2016,Madison ,39097,446,43419,1027.2
2016,Mahoning ,39099,3036,230008,1320
2016,Marion ,39101,783,65096,1202.8
2016,Medina ,39103,1433,177221,808.6
2016,Meigs ,39105,331,23125,1431.4
2016,Mercer ,39107,439,40909,1073.1
2016,Miami ,39109,1167,104679,1114.8
2016,Monroe ,39111,172,14210,1210.4
2016,Montgomery ,39113,6218,531239,1170.5
2016,Morgan ,39115,168,14804,1134.8
2016,Morrow ,39117,314,35036,896.2
2016,Muskingum ,39119,1015,86068,1179.3
2016,Noble ,39121,143,14294,1000.4
2016,Ottawa ,39123,515,40636,1267.3
2016,Paulding ,39125,204,18865,1081.4
2016,Perry ,39127,365,35927,1015.9
2016,Pickaway ,39129,592,57565,1028.4
2016,Pike ,39131,344,28160,1221.6
2016,Portage ,39133,1472,161921,909.1
2016,Preble ,39135,484,41247,1173.4
2016,Putnam ,39137,306,34056,898.5
2016,Richland ,39139,1447,121107,1194.8
2016,Ross ,39141,898,77000,1166.2
2016,Sandusky ,39143,675,59330,1137.7
2016,Scioto ,39145,1036,76088,1361.6
2016,Seneca ,39147,607,55353,1096.6
2016,Shelby ,39149,480,48623,987.2
2016,Stark ,39151,4391,373612,1175.3
2016,Summit ,39153,5930,540300,1097.5
2016,Trumbull ,39155,2566,201825,1271.4
2016,Tuscarawas ,39157,1037,92420,1122.1
2016,Union ,39159,360,55457,649.2
2016,Van Wert ,39161,335,28362,1181.2
2016,Vinton ,39163,147,12921,1137.7
2016,Warren ,39165,1766,227063,777.8
2016,Washington ,39167,769,60610,1268.8
2016,Wayne ,39169,1155,116470,991.7
2016,Williams ,39171,443,37017,1196.7
2016,Wood ,39173,1156,130219,887.7
2016,Wyandot ,39175,254,22118,1148.4
2017,Adams ,39001,367,27726,1323.7
2017,Allen ,39003,1166,103198,1129.9
2017,Ashland ,39005,582,53628,1085.3
2017,Ashtabula ,39007,1234,97807,1261.7
2017,Athens ,39009,497,66597,746.3
2017,Auglaize ,39011,402,45778,878.2
2017,Belmont ,39013,872,68029,1281.8
2017,Brown ,39015,545,43576,1250.7
2017,Butler ,39017,3548,380604,932.2
2017,Carroll ,39019,366,27385,1336.5
2017,Champaign ,39021,409,38840,1053
2017,Clark ,39023,1800,134557,1337.7
2017,Clermont ,39025,1895,204214,927.9
2017,Clinton ,39027,492,42009,1171.2
2017,Columbiana ,39029,1337,103077,1297.1
2017,Coshocton ,39031,404,36544,1105.5
2017,Crawford ,39033,624,41746,1494.8
2017,Cuyahoga ,39035,14334,1248514,1148.1
2017,Darke ,39037,602,51536,1168.1
2017,Defiance ,39039,430,38156,1127
2017,Delaware ,39041,1090,200464,543.7
2017,Erie ,39043,1016,74817,1358
2017,Fairfield ,39045,1393,154733,900.3
2017,Fayette ,39047,415,28752,1443.4
2017,Franklin ,39049,10031,1291981,776.4
2017,Fulton ,39051,489,42289,1156.3
2017,Gallia ,39053,398,29973,1327.9
2017,Geauga ,39055,796,93918,847.5
2017,Greene ,39057,1535,166752,920.5
2017,Guernsey ,39059,507,39093,1296.9
2017,Hamilton ,39061,8374,813822,1029
2017,Hancock ,39063,827,75754,1091.7
2017,Hardin ,39065,309,31364,985.2
2017,Harrison ,39067,199,15216,1307.8
2017,Henry ,39069,284,27185,1044.7
2017,Highland ,39071,515,42971,1198.5
2017,Hocking ,39073,331,28474,1162.5
2017,Holmes ,39075,318,43957,723.4
2017,Huron ,39077,643,58494,1099.3
2017,Jackson ,39079,425,32449,1309.7
2017,Jefferson ,39081,957,66359,1442.2
2017,Knox ,39083,637,61261,1039.8
2017,Lake ,39085,2569,230117,1116.4
2017,Lawrence ,39087,848,60249,1407.5
2017,Licking ,39089,1690,173448,974.4
2017,Logan ,39091,522,45325,1151.7
2017,Lorain ,39093,3257,307924,1057.7
2017,Lucas ,39095,4607,430887,1069.2
2017,Madison ,39097,445,44036,1010.5
2017,Mahoning ,39099,3015,229796,1312
2017,Marion ,39101,773,64967,1189.8
2017,Medina ,39103,1626,178371,911.6
2017,Meigs ,39105,285,23080,1234.8
2017,Mercer ,39107,381,40873,932.2
2017,Miami ,39109,1071,105122,1018.8
2017,Monroe ,39111,165,13946,1183.1
2017,Montgomery ,39113,6542,531542,1230.8
2017,Morgan ,39115,190,14709,1291.7
2017,Morrow ,39117,349,34994,997.3
2017,Muskingum ,39119,1017,86149,1180.5
2017,Noble ,39121,133,14406,923.2
2017,Ottawa ,39123,504,40657,1239.6
2017,Paulding ,39125,202,18845,1071.9
2017,Perry ,39127,372,36024,1032.6
2017,Pickaway ,39129,666,57830,1151.7
2017,Pike ,39131,380,28270,1344.2
2017,Portage ,39133,1534,162277,945.3
2017,Preble ,39135,505,41120,1228.1
2017,Putnam ,39137,336,33878,991.8
2017,Richland ,39139,1549,120589,1284.5
2017,Ross ,39141,824,77313,1065.8
2017,Sandusky ,39143,712,59195,1202.8
2017,Scioto ,39145,1084,75929,1427.6
2017,Seneca ,39147,672,55243,1216.4
2017,Shelby ,39149,492,48759,1009
2017,Stark ,39151,4575,372542,1228
2017,Summit ,39153,5916,541228,1093.1
2017,Trumbull ,39155,2716,200380,1355.4
2017,Tuscarawas ,39157,1135,92297,1229.7
2017,Union ,39159,408,56741,719.1
2017,Van Wert ,39161,328,28217,1162.4
2017,Vinton ,39163,141,13092,1077
2017,Warren ,39165,1892,228882,826.6
2017,Washington ,39167,780,60418,1291
2017,Wayne ,39169,1158,116038,997.9
2017,Williams ,39171,454,36784,1234.2
2017,Wood ,39173,1181,130492,905
2017,Wyandot ,39175,252,22029,1143.9
2018,Adams ,39001,339,27724,1222.8
2018,Allen ,39003,1164,102663,1133.8
2018,Ashland ,39005,599,53745,1114.5
2018,Ashtabula ,39007,1243,97493,1275
2018,Athens ,39009,503,65818,764.2
2018,Auglaize ,39011,522,45804,1139.6
2018,Belmont ,39013,931,67505,1379.2
2018,Brown ,39015,565,43602,1295.8
2018,Butler ,39017,3536,382378,924.7
2018,Carroll ,39019,321,27081,1185.3
2018,Champaign ,39021,422,38754,1088.9
2018,Clark ,39023,1773,134585,1317.4
2018,Clermont ,39025,1919,205466,934
2018,Clinton ,39027,478,42057,1136.6
2018,Columbiana ,39029,1285,102665,1251.6
2018,Coshocton ,39031,457,36629,1247.6
2018,Crawford ,39033,568,41550,1367
2018,Cuyahoga ,39035,14182,1243857,1140.2
2018,Darke ,39037,651,51323,1268.4
2018,Defiance ,39039,400,38165,1048.1
2018,Delaware ,39041,1204,204826,587.8
2018,Erie ,39043,964,74615,1292
2018,Fairfield ,39045,1468,155782,942.3
2018,Fayette ,39047,352,28666,1227.9
2018,Franklin ,39049,10234,1310300,781
2018,Fulton ,39051,446,42276,1055
2018,Gallia ,39053,429,29979,1431
2018,Geauga ,39055,851,94031,905
2018,Greene ,39057,1533,167995,912.5
2018,Guernsey ,39059,478,39022,1225
2018,Hamilton ,39061,8142,816684,997
2018,Hancock ,39063,824,75930,1085.2
2018,Hardin ,39065,341,31480,1083.2
2018,Harrison ,39067,218,15174,1436.7
2018,Henry ,39069,311,27086,1148.2
2018,Highland ,39071,503,43058,1168.2
2018,Hocking ,39073,360,28385,1268.3
2018,Holmes ,39075,338,43892,770.1
2018,Huron ,39077,620,58504,1059.8
2018,Jackson ,39079,463,32384,1429.7
2018,Jefferson ,39081,935,65767,1421.7
2018,Knox ,39083,649,61893,1048.6
2018,Lake ,39085,2577,230514,1117.9
2018,Lawrence ,39087,920,59866,1536.8
2018,Licking ,39089,1740,175769,989.9
2018,Logan ,39091,514,45358,1133.2
2018,Lorain ,39093,3301,309461,1066.7
2018,Lucas ,39095,4855,429899,1129.3
2018,Madison ,39097,409,44413,920.9
2018,Mahoning ,39099,3114,229642,1356
2018,Marion ,39101,790,65256,1210.6
2018,Medina ,39103,1648,179146,919.9
2018,Meigs ,39105,364,23106,1575.3
2018,Mercer ,39107,416,40959,1015.6
2018,Miami ,39109,1164,106222,1095.8
2018,Monroe ,39111,205,13790,1486.6
2018,Montgomery ,39113,6441,532331,1210
2018,Morgan ,39115,183,14604,1253.1
2018,Morrow ,39117,311,35112,885.7
2018,Muskingum ,39119,1052,86183,1220.7
2018,Noble ,39121,147,14354,1024.1
2018,Ottawa ,39123,539,40769,1322.1
2018,Paulding ,39125,209,18760,1114.1
2018,Perry ,39127,363,36033,1007.4
2018,Pickaway ,39129,611,58086,1051.9
2018,Pike ,39131,414,28067,1475
2018,Portage ,39133,1570,162927,963.6
2018,Preble ,39135,494,40997,1205
2018,Putnam ,39137,324,33780,959.1
2018,Richland ,39139,1519,121099,1254.3
2018,Ross ,39141,897,76931,1166
2018,Sandusky ,39143,704,58799,1197.3
2018,Scioto ,39145,1084,75502,1435.7
2018,Seneca ,39147,618,55207,1119.4
2018,Shelby ,39149,482,48627,991.2
2018,Stark ,39151,4432,371574,1192.8
2018,Summit ,39153,5866,541918,1082.5
2018,Trumbull ,39155,2639,198627,1328.6
2018,Tuscarawas ,39157,1135,92176,1231.3
2018,Union ,39159,417,57835,721
2018,Van Wert ,39161,324,28281,1145.6
2018,Vinton ,39163,163,13139,1240.6
2018,Warren ,39165,1862,232173,802
2018,Washington ,39167,754,60155,1253.4
2018,Wayne ,39169,1224,115967,1055.5
2018,Williams ,39171,453,36804,1230.8
2018,Wood ,39173,1229,130696,940.4
2018,Wyandot ,39175,266,21935,1212.7
